0    9879
1    9817
2    9716
3    9580
4    9408
5    9208
6    9076
7    8841
8    8621
9    8410
10    8205
11    8008
12    7810
13    7618
14    7425
15    7235
16    7067
17    6931
18    6827
19    6768
20    6752
21    6764
22    6794
23    6920
24    7071
25    7233
26    7386
27    7572
28    7780
29    8059
30    8257
31    8502
32    8739
33    8971
34    9148
35    9348
36    9493
37    9631
38    9711
39    9785
40    9857
41    9934
42    9963
43    9981
44    9999
45    10000
46    10000
47    10000
48    10000
49    10000
0    9141
1    7766
2    6084
3    4522
4    3165
5    2059
6    1339
7    1503
8    2528
9    3993
10    5494
11    6835
12    7941
13    8761
14    9356
15    9706
16    9923
17    9984
18    10000
19    10000
20    10000
21    10000
22    10000
23    10000
24    10000
25    10000
26    10000
27    10000
28    10000
29    10000
30    10000
31    10000
32    10000
33    10000
34    10000
35    10000
36    10000
37    10000
38    10000
39    10000
40    10000
41    10000
42    10000
43    10000
44    10000
45    10000
46    10000
47    10000
48    10000
49    10000
